3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,G,MP,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48,all_defensive
0.0,1.7,7.7,-1.2,1.9,20.9,1.2,0.71,68.0,883.0,-3.2,11.2,0.8,12.9,0.9,20.0,16.1,0.605,10.7,0.2,2.0,0.109,0
0.0,4.8,0.6,-3.0,-1.2,19.2,0.5,0.602,52.0,654.0,-1.8,18.2,1.2,12.4,1.2,15.0,18.7,0.564,10.4,-0.2,1.7,0.125,0
0.368,18.6,1.3,1.5,0.2,10.7,0.8,0.174,56.0,700.0,1.3,2.0,1.1,18.5,2.1,14.4,6.4,0.617,24.7,0.6,2.0,0.134,0
0.366,9.6,1.3,-2.9,0.4,8.8,0.4,0.495,27.0,334.0,-3.4,2.1,0.0,10.5,2.0,18.0,5.4,0.5529999999999999,20.3,-0.1,0.4,0.057,0
0.493,8.7,0.5,-2.1,-0.5,14.9,0.8,0.146,60.0,719.0,-1.5,1.4,0.1,10.8,1.3,8.1,7.9,0.493,19.6,0.0,0.9,0.06,0
0.219,9.8,4.3,-2.4,1.5,13.6,1.1,0.333,65.0,757.0,-4.0,5.1,-0.3,10.4,1.4,20.5,9.4,0.532,18.0,-0.1,0.8,0.054000000000000006,0
0.009000000000000001,3.3,2.5,-1.8,0.2,18.7,1.0,0.224,63.0,707.0,-2.0,9.4,0.9,14.3,1.9,6.0,14.0,0.517,16.8,0.0,1.9,0.129,0
0.027000000000000003,5.9,0.9,-4.2,-0.4,14.3,0.6,0.239,71.0,795.0,-3.8,7.8,-0.1,8.5,1.8,8.9,11.0,0.426,14.8,-0.4,0.5,0.031,0
0.0,0.4,3.2,-3.0,0.4,22.5,0.6,0.308,39.0,405.0,-3.4,7.6,0.8,12.1,0.9,14.0,15.0,0.705,10.1,-0.1,1.3,0.156,0
0.141,25.1,1.2,-3.6,0.3,10.2,0.8,0.21600000000000005,71.0,719.0,-3.8,0.8,-0.2,11.0,2.5,16.7,5.4,0.459,19.1,-0.3,0.6,0.042,0
0.048,6.0,1.5,-0.6,1.1,10.4,0.8,0.49,57.0,535.0,-1.7,7.1,0.5,12.6,2.1,9.6,8.8,0.52,17.2,0.2,1.3,0.114,0
0.32299999999999995,6.3,1.5,-5.2,-1.8,9.9,0.1,0.292,44.0,405.0,-3.4,3.9,-0.1,7.5,1.1,9.8,6.7,0.457,18.5,-0.3,0.0,0.002,0
0.016,19.0,0.8,-0.4,0.1,4.8,1.2,0.338,76.0,1061.0,-0.5,3.9,0.5,12.7,2.0,19.9,4.4,0.539,20.5,0.4,1.7,0.078,0
0.033,7.8,2.4,-5.5,-1.6,12.3,0.2,0.238,51.0,383.0,-3.9,5.6,-0.5,8.5,0.9,12.1,9.1,0.42,21.9,-0.3,-0.3,-0.033,0
0.3,27.1,1.9,-6.8,-0.6,9.4,0.1,0.6,12.0,74.0,-6.2,3.1,-0.3,5.5,2.1,30.3,6.3,0.396,22.4,-0.1,-0.2,-0.111,0
0.6509999999999999,0.0,1.3,-7.5,-3.5,14.6,0.0,0.116,18.0,111.0,-4.0,5.0,-0.1,7.2,0.5,11.7,9.7,0.487,20.9,-0.1,-0.1,-0.034,0
0.302,15.7,1.8,-2.0,0.5,9.9,0.2,0.245,25.0,131.0,-2.4,6.4,-0.1,13.2,3.2,19.3,8.2,0.494,25.0,0.0,0.1,0.029,0
0.295,15.5,0.3,-1.3,-1.4,10.1,1.8,0.219,82.0,3120.0,0.2,2.2,1.5,14.2,1.6,13.8,6.1,0.539,24.5,0.6,3.4,0.052000000000000005,0
0.06,28.8,0.4,-0.4,-1.5,8.4,1.5,0.207,81.0,3000.0,1.1,3.7,3.4,16.0,1.1,13.3,6.1,0.516,22.6,1.2,4.9,0.078,0
0.374,13.6,1.0,-0.4,-1.0,6.9,0.7,0.388,78.0,2677.0,0.6,1.9,3.9,14.9,1.5,13.5,4.3,0.593,20.7,1.0,4.6,0.08199999999999999,0
0.118,27.5,0.4,-1.0,-0.9,9.7,2.0,0.391,82.0,2668.0,-0.1,7.6,-0.1,15.2,2.1,17.6,8.6,0.489,25.8,0.7,1.9,0.035,0
0.47,23.5,0.2,-0.4,1.1,8.8,3.1,0.292,82.0,2626.0,-1.4,1.7,2.1,13.3,3.3,18.1,5.2,0.5479999999999999,16.3,1.0,5.2,0.095,0
0.002,9.7,2.9,-0.1,0.2,20.0,2.7,0.5670000000000001,82.0,2521.0,-0.3,9.6,3.7,16.7,1.3,16.6,14.7,0.59,18.3,1.2,6.4,0.121,1
0.002,6.2,4.9,-0.6,-0.3,21.2,2.7,0.257,82.0,2501.0,-0.3,10.6,3.2,17.9,0.9,13.5,15.8,0.568,20.3,0.9,5.8,0.112,0
0.011,6.8,1.9,-4.2,-2.2,19.0,0.9,0.399,82.0,2303.0,-2.0,11.8,1.8,13.9,1.0,14.8,15.4,0.54,19.3,-1.3,2.7,0.057,0
0.396,22.6,0.1,0.9,-0.5,7.5,1.5,0.375,72.0,1908.0,1.4,1.1,3.6,14.9,1.2,14.1,4.3,0.5870000000000001,20.8,1.4,5.1,0.128,0
0.008,6.3,1.8,-0.8,0.8,17.4,2.8,0.391,82.0,2114.0,-1.6,10.1,1.2,12.3,2.1,14.8,13.6,0.516,14.3,0.6,4.0,0.092,0
0.028,6.8,1.9,-1.1,-1.6,27.3,1.9,0.488,81.0,2048.0,0.4,15.1,3.4,18.3,0.9,12.4,21.0,0.5379999999999999,21.0,0.4,5.3,0.124,0
0.376,7.6,0.5,-0.1,1.9,9.1,3.1,0.174,77.0,1939.0,-2.1,1.1,1.3,10.7,2.0,10.6,5.2,0.556,15.5,0.9,4.4,0.108,0
0.085,7.7,1.5,-1.7,-1.5,19.8,2.2,0.252,81.0,2009.0,-0.2,6.5,1.2,17.2,1.1,10.2,13.1,0.528,27.7,0.1,3.4,0.081,0
0.363,5.4,1.5,-2.8,-0.7,12.3,1.3,0.115,75.0,1803.0,-2.1,2.1,-0.4,9.0,1.0,11.0,7.1,0.505,16.4,-0.3,0.9,0.024,0
0.345,8.2,0.5,-0.2,-1.9,8.7,0.0,0.172,67.0,1515.0,1.7,5.6,3.0,14.7,1.2,8.3,7.1,0.588,17.7,0.7,3.0,0.096,0
0.0,3.9,4.2,-1.1,0.3,24.5,2.0,0.644,61.0,1314.0,-1.4,15.7,2.6,18.1,1.1,16.2,20.0,0.599,19.3,0.3,4.6,0.16699999999999998,0
0.378,13.1,1.6,-1.2,1.1,9.9,1.0,0.236,56.0,1166.0,-2.3,3.0,0.2,10.2,2.1,20.3,6.4,0.551,12.9,0.2,1.2,0.049,0
0.464,6.4,1.2,-1.1,-0.9,19.0,1.2,0.285,66.0,1312.0,-0.3,9.3,1.3,13.6,1.8,12.1,14.1,0.532,18.6,0.3,2.5,0.09,0
0.005,5.0,2.9,-3.4,0.1,20.3,1.8,0.138,76.0,1464.0,-3.5,8.9,-0.1,11.3,1.9,9.2,14.5,0.456,16.3,-0.5,1.7,0.055,0
0.465,7.8,2.2,1.4,1.0,11.8,1.6,0.14400000000000002,79.0,1454.0,0.4,7.0,2.1,12.9,1.9,11.5,9.4,0.555,14.0,1.2,3.7,0.123,0
0.009000000000000001,6.8,4.5,-2.3,-0.8,22.6,1.2,0.327,63.0,1129.0,-1.5,12.4,0.4,16.9,1.8,14.0,17.5,0.506,21.7,-0.1,1.6,0.069,0
0.196,16.6,1.2,-1.8,1.6,11.9,2.0,0.392,77.0,1270.0,-3.3,2.9,0.2,11.6,1.9,14.5,7.4,0.502,19.5,0.1,2.1,0.08,0
0.016,4.2,3.6,-1.4,-0.8,16.3,1.5,0.263,79.0,1263.0,-0.6,11.6,2.4,17.9,1.1,7.6,13.9,0.5429999999999999,21.9,0.2,3.8,0.146,0
0.0,3.4,5.4,-2.9,-1.1,18.4,0.9,0.419,75.0,1143.0,-1.8,12.0,1.1,17.0,1.5,11.7,15.1,0.534,20.7,-0.3,2.0,0.084,0
0.15,22.9,0.0,-5.2,-1.1,10.0,0.4,0.303,51.0,771.0,-4.1,3.2,-0.9,10.1,2.4,19.4,6.5,0.477,22.2,-0.6,-0.4,-0.028,0
0.0,2.3,5.7,-3.3,-0.1,25.5,0.9,0.741,53.0,771.0,-3.2,10.5,0.4,14.1,0.7,17.4,17.8,0.585,13.9,-0.3,1.3,0.079,1
0.0,7.9,5.6,-3.0,0.1,14.1,1.2,0.35,70.0,1009.0,-3.1,12.4,1.0,16.1,1.0,10.2,13.3,0.51,23.3,-0.3,2.1,0.102,1
0.361,20.9,0.2,-5.0,-2.8,4.8,-0.1,0.119,68.0,931.0,-2.2,1.7,-0.5,8.9,1.2,14.3,3.3,0.476,21.3,-0.7,-0.6,-0.029,0
0.068,14.8,1.0,-2.5,-1.2,7.4,0.2,0.35200000000000004,44.0,585.0,-1.3,2.8,0.4,12.2,1.1,13.2,5.1,0.531,18.7,-0.1,0.6,0.046,0
0.14300000000000002,18.2,0.2,-5.0,-0.7,9.4,0.5,0.545,53.0,655.0,-4.3,1.5,-0.2,8.2,1.4,19.3,5.4,0.487,20.9,-0.5,0.3,0.019,0
0.188,9.5,3.4,-3.5,-0.1,12.3,0.7,0.339,59.0,716.0,-3.4,6.9,-0.3,10.1,1.1,15.6,9.5,0.494,20.9,-0.3,0.4,0.03,0
0.0,5.7,4.3,-1.4,-0.1,18.6,0.7,0.276,48.0,565.0,-1.3,10.6,0.6,15.2,1.1,11.1,14.6,0.54,18.5,0.1,1.3,0.112,0
0.29,6.5,3.0,-2.7,-0.8,11.8,0.2,0.382,40.0,442.0,-1.9,8.1,0.5,11.8,1.5,9.5,10.0,0.513,16.3,-0.1,0.7,0.07400000000000001,0
0.631,12.1,0.4,-3.9,-0.3,16.4,0.3,0.154,19.0,208.0,-3.6,7.0,-0.3,7.6,1.3,9.2,11.7,0.375,17.8,-0.1,0.0,0.01,0
0.006999999999999999,1.8,4.9,-3.4,-0.3,12.1,0.4,0.496,60.0,614.0,-3.1,10.3,0.6,11.6,0.9,14.4,11.2,0.5660000000000001,14.0,-0.2,1.1,0.083,0
0.023,2.7,0.7,-5.2,0.2,14.7,0.7,0.407,51.0,430.0,-5.4,9.2,0.2,7.2,1.3,12.1,12.0,0.483,12.7,-0.4,0.8,0.094,0
0.294,14.4,0.0,-5.1,0.0,9.8,0.2,0.247,37.0,303.0,-5.1,4.1,-0.2,6.7,1.9,19.6,7.0,0.478,17.8,-0.2,0.0,0.006,0
0.15,12.0,1.9,-0.1,-0.7,10.9,1.9,0.328,80.0,2768.0,0.5,2.8,0.4,15.8,1.4,12.9,6.9,0.519,28.1,1.3,2.3,0.04,0
0.006999999999999999,7.9,2.2,-1.6,-0.3,24.5,3.0,0.317,81.0,2540.0,-1.2,11.4,2.4,14.7,1.2,15.3,18.0,0.539,16.0,0.3,5.5,0.103,1
0.101,8.2,1.6,-4.1,-0.6,13.4,1.5,0.318,80.0,2253.0,-3.4,4.9,-1.3,9.8,1.0,15.6,9.2,0.491,19.4,-1.2,0.2,0.003,0
0.212,6.2,4.0,1.9,1.9,21.6,3.6,0.14800000000000002,78.0,2166.0,0.0,5.0,2.1,15.0,2.0,7.7,13.2,0.54,14.4,2.2,5.7,0.126,0
0.149,8.4,1.5,-3.4,-1.5,14.0,1.6,0.331,79.0,2158.0,-1.9,5.2,-0.5,12.7,1.1,11.4,9.6,0.504,24.1,-0.8,1.1,0.025,0
0.206,25.3,0.1,-3.0,-1.3,9.7,0.5,0.278,53.0,1381.0,-1.6,1.7,0.6,12.6,1.6,15.2,5.6,0.502,18.8,-0.3,1.1,0.038,1
0.564,13.3,0.0,-2.3,-2.0,9.4,0.4,0.191,82.0,2117.0,-0.3,1.8,1.0,11.9,1.1,13.9,5.6,0.54,20.2,-0.2,1.4,0.031,0
0.04,5.3,2.7,-3.9,-1.1,17.7,0.9,0.279,66.0,1647.0,-2.9,7.3,-0.1,11.3,1.1,13.4,12.3,0.485,18.4,-0.8,0.7,0.022,0
0.004,8.9,0.7,0.0,1.0,19.3,3.7,0.35100000000000003,82.0,2024.0,-1.0,9.9,2.8,16.1,1.6,12.0,14.6,0.5479999999999999,19.8,1.0,6.5,0.154,0
0.463,9.1,0.5,-5.2,-1.9,13.3,0.6,0.111,59.0,1441.0,-3.4,1.6,-1.0,7.9,0.8,10.5,7.4,0.48,19.8,-1.2,-0.4,-0.013,0
0.07400000000000001,9.1,1.1,-4.1,0.1,13.9,1.2,0.226,79.0,1803.0,-4.2,5.1,-1.4,8.3,2.2,14.3,9.4,0.429,15.6,-1.0,-0.2,-0.005,0
0.039,6.2,0.4,0.5,0.3,14.8,2.0,0.21,74.0,1554.0,0.2,9.1,2.6,16.5,2.5,10.7,11.9,0.57,17.4,1.0,4.5,0.14,0
0.003,8.6,3.3,-0.2,1.0,18.4,2.3,0.529,74.0,1534.0,-1.2,12.4,1.5,15.5,2.3,16.4,15.3,0.539,15.6,0.7,3.8,0.12,1
0.124,8.1,1.8,-4.0,-1.1,15.3,0.4,0.223,35.0,685.0,-2.9,6.1,0.2,11.7,1.1,9.2,10.6,0.48,19.2,-0.3,0.5,0.038,0
0.042,23.9,0.4,-1.1,1.1,10.8,1.6,0.408,57.0,1081.0,-2.1,3.5,0.4,13.8,2.5,14.8,7.1,0.484,23.1,0.3,2.0,0.09,0
0.118,9.3,0.5,-0.7,0.0,13.8,1.1,0.339,73.0,1384.0,-0.7,10.0,1.8,13.6,2.1,11.1,11.9,0.528,14.9,0.4,2.9,0.1,0
0.0,3.7,6.5,-2.2,1.1,18.8,1.7,0.436,73.0,1278.0,-3.3,10.4,0.8,13.9,1.1,16.1,14.6,0.563,15.5,-0.1,2.5,0.093,0
0.005,5.2,0.7,1.5,-0.1,17.3,1.2,0.498,42.0,711.0,1.6,15.5,2.5,21.4,1.3,8.9,16.4,0.6409999999999999,18.8,0.6,3.7,0.251,0
0.14300000000000002,20.4,0.0,-5.2,-1.0,6.0,0.4,0.203,56.0,865.0,-4.2,1.6,-0.5,7.7,1.8,17.8,3.8,0.455,16.5,-0.7,-0.1,-0.006999999999999999,0
0.209,9.6,0.5,-4.7,-2.1,9.6,0.6,0.259,75.0,1158.0,-2.6,2.3,-0.1,11.6,1.6,15.0,5.8,0.527,24.9,-0.8,0.4,0.017,0
0.045,2.8,3.6,-3.5,0.1,16.6,1.4,0.265,76.0,1107.0,-3.6,8.2,0.2,10.7,1.1,12.2,12.3,0.491,16.1,-0.4,1.5,0.067,0
0.0,4.6,1.7,-3.0,0.7,13.5,1.9,0.679,69.0,940.0,-3.6,12.8,0.6,11.3,1.7,18.5,13.2,0.545,17.4,-0.2,2.5,0.128,0
0.159,11.7,0.2,-4.1,-1.4,13.7,0.4,0.446,50.0,679.0,-2.7,4.5,-0.3,11.0,1.4,16.5,9.1,0.499,21.8,-0.4,0.1,0.004,0
0.066,7.7,3.3,-4.1,-0.9,20.1,0.8,0.182,71.0,931.0,-3.2,8.8,-0.2,11.6,0.8,14.0,14.6,0.486,19.2,-0.5,0.6,0.033,0
0.199,8.1,0.7,-1.5,1.0,12.5,1.4,0.361,75.0,970.0,-2.6,4.4,0.5,10.2,1.8,10.9,8.4,0.494,15.2,0.1,1.9,0.092,0
0.484,23.5,0.6,-0.2,0.2,7.9,0.8,0.218,51.0,608.0,-0.5,2.5,0.6,13.1,1.1,15.1,5.2,0.535,21.8,0.3,1.4,0.112,0
0.142,9.5,1.5,1.8,1.5,15.7,0.9,0.308,57.0,640.0,0.3,5.9,0.7,15.4,2.4,15.1,10.7,0.581,16.4,0.6,1.7,0.126,0
0.0,4.6,1.7,-5.7,-1.1,17.9,0.3,0.31,52.0,556.0,-4.6,10.5,0.1,7.9,0.9,19.5,14.1,0.496,10.0,-0.5,0.4,0.037000000000000005,0
0.024,7.5,3.1,0.5,-0.4,23.7,0.4,0.268,26.0,269.0,0.9,14.5,0.5,19.6,1.6,12.4,19.1,0.584,18.0,0.2,0.8,0.14800000000000002,0
0.005,11.4,2.0,-3.5,0.0,18.7,0.8,0.485,61.0,613.0,-3.6,12.5,0.1,13.9,1.8,18.7,15.5,0.529,22.0,-0.2,0.8,0.066,0
0.058,8.3,3.1,-4.3,0.1,14.9,0.6,0.311,70.0,695.0,-4.4,8.7,-0.6,6.6,1.5,25.5,11.7,0.397,10.4,-0.4,0.0,-0.003,0
0.0,3.4,4.3,-0.4,-0.6,18.1,0.3,0.35700000000000004,38.0,376.0,0.2,10.4,0.8,17.2,0.8,9.1,14.1,0.583,16.0,0.2,1.1,0.142,0
0.48,3.6,1.3,-6.1,-3.4,16.9,0.2,0.248,35.0,320.0,-2.7,7.5,-0.2,9.6,1.0,10.9,12.1,0.451,22.4,-0.3,0.0,-0.002,0
0.0,6.9,3.5,-5.2,-0.6,14.7,0.3,0.224,38.0,322.0,-4.6,7.5,-0.4,9.8,1.1,11.0,11.1,0.4370000000000001,21.9,-0.3,-0.1,-0.012,0
0.08199999999999999,7.2,1.1,-3.8,0.6,9.5,0.2,0.531,64.0,269.0,-4.4,11.3,0.2,8.6,2.4,13.0,10.4,0.488,11.7,-0.1,0.5,0.08199999999999999,0
0.565,3.9,5.3,-12.1,-3.5,13.3,0.0,0.0,14.0,44.0,-8.6,0.0,-0.3,-1.9,0.0,14.8,6.4,0.326,27.4,-0.1,-0.2,-0.234,0
0.191,20.9,0.4,2.0,-0.3,12.1,1.0,0.315,57.0,2015.0,2.3,3.5,3.8,18.0,1.8,11.8,7.7,0.5479999999999999,23.0,2.0,4.8,0.114,0
0.273,11.9,0.2,-5.1,-2.4,9.2,0.8,0.179,78.0,2326.0,-2.7,2.7,-2.2,7.9,0.6,11.3,5.9,0.45,22.4,-1.8,-1.5,-0.03,0
0.365,10.1,0.6,0.3,1.1,17.5,2.4,0.147,67.0,1909.0,-0.8,2.9,0.6,12.1,2.1,10.2,10.2,0.503,15.2,1.1,3.0,0.07400000000000001,0
0.188,8.0,2.7,-2.2,-0.7,14.5,1.0,0.275,78.0,2103.0,-1.5,5.3,-0.5,12.4,1.7,14.1,9.9,0.4970000000000001,21.3,-0.1,0.5,0.011,0
0.429,5.1,2.5,-1.8,-0.6,14.8,1.7,0.227,65.0,1629.0,-1.1,3.7,0.2,12.8,1.0,13.5,9.2,0.546,22.6,0.1,1.9,0.057,0
0.064,26.3,0.3,-0.2,2.2,14.6,2.6,0.409,78.0,1831.0,-2.4,4.7,-0.1,13.1,3.6,20.5,9.5,0.472,16.5,0.8,2.4,0.064,1
0.268,20.9,0.9,-1.0,-0.6,10.5,1.3,0.278,82.0,1879.0,-0.3,3.2,1.0,14.0,1.5,16.4,6.9,0.536,22.9,0.5,2.3,0.058,0
0.004,3.2,4.2,-1.4,-1.0,15.3,1.0,0.24,63.0,1392.0,-0.4,12.6,2.5,17.1,0.9,7.5,13.9,0.5329999999999999,19.3,0.2,3.4,0.118,0
0.151,7.0,0.1,-2.0,-0.3,8.4,0.3,0.322,48.0,967.0,-1.7,3.6,0.6,13.0,2.8,11.7,6.0,0.532,18.4,0.0,0.9,0.046,0
0.348,5.0,0.6,0.8,-1.1,14.5,0.6,0.161,48.0,936.0,1.9,3.4,1.8,16.1,0.9,8.3,8.8,0.625,18.7,0.7,2.4,0.125,0
0.013,5.4,0.9,-1.8,-0.5,20.3,1.7,0.402,82.0,1537.0,-1.3,11.9,2.1,15.7,1.8,12.0,16.2,0.5579999999999999,18.7,0.1,3.9,0.121,0
0.011,4.8,2.0,-3.3,-0.4,24.5,1.9,0.395,81.0,1514.0,-2.9,10.3,0.3,12.3,1.8,18.3,17.3,0.518,15.9,-0.5,2.2,0.07,0
0.5820000000000001,6.5,0.4,-3.9,0.0,7.8,0.8,0.182,64.0,1177.0,-3.9,2.6,-0.2,5.3,1.3,10.5,5.3,0.45,12.8,-0.6,0.5,0.021,0
0.008,6.7,4.2,0.6,1.0,19.8,2.3,0.523,82.0,1472.0,-0.4,15.1,2.4,17.6,2.4,16.1,17.5,0.5710000000000001,17.8,0.9,4.7,0.153,1
0.184,3.8,1.5,-2.2,-0.4,9.1,1.0,0.222,67.0,1169.0,-1.8,4.0,0.4,11.4,1.7,9.1,6.6,0.514,18.7,-0.1,1.3,0.055,0
0.31,34.4,0.1,-3.7,-2.0,11.9,1.0,0.162,79.0,1315.0,-1.7,2.6,-1.1,11.5,1.2,20.1,7.3,0.474,25.0,-0.6,-0.1,-0.004,0
0.537,10.7,0.6,-0.7,0.9,7.7,1.2,0.16899999999999998,60.0,988.0,-1.6,3.2,0.8,9.4,1.2,15.1,5.4,0.556,13.4,0.3,2.0,0.098,0
0.359,6.2,1.1,-0.9,-1.0,11.4,0.5,0.355,41.0,669.0,0.1,4.2,0.7,13.4,1.6,13.3,7.7,0.5720000000000001,18.7,0.2,1.2,0.083,0
0.098,7.0,3.3,1.3,2.0,21.8,1.7,0.327,68.0,1064.0,-0.7,11.0,1.1,16.1,2.8,13.5,16.4,0.531,15.5,0.9,2.8,0.125,0
0.466,19.0,0.5,-1.7,-0.3,10.3,0.7,0.129,72.0,1090.0,-1.4,2.4,0.2,10.8,2.1,19.0,6.4,0.515,15.8,0.1,0.9,0.038,0
0.448,10.5,0.3,-2.7,-1.2,8.8,0.5,0.212,47.0,710.0,-1.5,3.0,0.1,10.0,1.5,12.9,5.8,0.512,20.8,-0.1,0.6,0.039,0
0.206,17.4,0.3,-3.1,0.1,11.5,0.6,0.36,52.0,777.0,-3.3,4.3,-0.6,9.2,2.2,17.8,8.0,0.445,18.8,-0.2,0.0,0.002,0
0.006999999999999999,6.6,6.2,-1.0,3.1,21.1,2.6,0.621,72.0,966.0,-4.1,10.6,-0.4,14.8,2.4,20.8,15.9,0.521,20.9,0.2,2.2,0.11,0
0.0,3.6,3.5,-3.5,-0.3,20.8,0.6,0.698,59.0,753.0,-3.2,7.9,0.7,13.2,1.7,17.5,14.4,0.588,16.1,-0.3,1.3,0.083,0
0.16399999999999998,10.7,1.0,-2.6,1.6,15.4,1.7,0.17600000000000002,71.0,868.0,-4.2,4.6,-0.8,8.5,1.9,17.9,10.1,0.464,17.2,-0.1,0.8,0.047,1
0.0,3.5,3.4,-4.4,0.2,13.9,0.5,0.25,43.0,534.0,-4.6,9.3,-0.3,8.0,0.8,13.1,11.6,0.43,14.4,-0.3,0.3,0.025,0
0.325,6.7,1.1,-2.7,-1.1,10.6,0.4,0.125,46.0,556.0,-1.6,6.7,0.3,9.7,0.6,12.4,8.6,0.5329999999999999,15.5,-0.1,0.7,0.063,0
,5.7,0.7,1.2,1.0,6.8,0.7,,56.0,675.0,0.2,6.7,1.1,15.2,2.9,,6.7,,16.8,0.6,1.7,0.124,0
0.299,11.7,0.9,-3.1,-0.9,12.2,0.3,0.243,68.0,792.0,-2.2,6.2,0.1,9.0,1.6,17.0,9.1,0.47,13.4,-0.2,0.4,0.024,0
0.008,2.7,4.9,-3.1,0.2,15.9,0.7,0.586,58.0,666.0,-3.4,8.7,1.0,12.3,0.9,13.4,12.3,0.5870000000000001,12.8,-0.2,1.6,0.117,0
0.011,2.3,2.4,-3.8,-1.7,20.1,0.8,0.8140000000000001,63.0,720.0,-2.1,15.8,0.9,14.6,1.0,16.4,17.9,0.5489999999999999,18.1,-0.3,1.7,0.116,0
0.0,2.5,3.3,-2.6,0.3,17.0,0.7,0.536,56.0,634.0,-2.9,10.3,0.5,12.2,1.0,18.5,13.6,0.57,13.6,-0.1,1.2,0.091,0
0.0,2.6,2.5,-2.9,-1.0,19.6,0.8,0.602,61.0,669.0,-1.9,11.4,0.9,14.6,0.9,13.2,15.5,0.5870000000000001,17.4,-0.2,1.7,0.122,0
0.369,19.0,0.2,-1.5,-1.1,6.9,0.1,0.227,41.0,432.0,-0.3,0.5,0.7,14.0,2.0,10.4,3.7,0.5379999999999999,18.1,0.1,0.7,0.083,0
0.435,25.8,0.0,-1.9,-1.1,6.8,0.3,0.282,42.0,408.0,-0.8,1.8,0.3,12.3,2.0,12.5,4.3,0.479,19.6,0.0,0.6,0.07,0
0.056,22.5,0.4,-0.9,0.0,7.4,1.8,0.257,82.0,1945.0,-0.9,2.5,1.8,13.2,2.1,16.7,5.2,0.523,17.7,0.5,3.5,0.087,0
0.397,6.9,0.9,-3.8,-0.9,8.7,0.3,0.119,42.0,359.0,-2.9,3.5,-0.3,9.0,2.1,10.2,6.0,0.449,18.5,-0.2,0.0,-0.006,0
0.006999999999999999,4.5,0.6,-1.5,-0.2,9.9,0.5,0.267,61.0,495.0,-1.3,8.4,0.5,13.0,1.8,12.7,9.2,0.5770000000000001,16.3,0.1,1.0,0.095,0
,14.4,3.0,5.7,2.6,17.3,4.7,0.307,84.0,2706.0,3.1,9.6,5.5,19.4,2.8,,13.7,0.626,,5.2,10.2,0.181,1
0.014,1.2,1.1,-5.2,-1.9,21.4,0.2,0.203,38.0,271.0,-3.3,11.4,-0.2,11.1,1.2,26.5,16.4,0.5770000000000001,18.4,-0.2,0.0,-0.002,0
0.78,4.9,0.0,-1.5,1.0,13.2,0.3,0.04,35.0,191.0,-2.5,2.4,0.1,7.7,1.4,7.3,7.8,0.501,13.4,0.0,0.4,0.091,0
0.187,38.2,0.2,5.2,2.2,14.8,3.6,0.491,78.0,2808.0,3.0,2.5,6.8,22.1,3.4,13.7,8.5,0.546,22.2,5.1,10.4,0.17800000000000002,1
0.307,30.9,0.3,-0.6,-0.8,9.7,1.8,0.251,80.0,2406.0,0.2,3.5,0.8,14.2,2.2,15.7,6.4,0.483,21.4,0.8,2.6,0.051,0
0.228,6.5,2.1,-0.9,-1.6,18.4,1.0,0.17,81.0,2361.0,0.7,9.0,2.9,16.4,1.3,8.9,13.5,0.521,21.7,0.6,3.9,0.079,0
0.4970000000000001,16.2,0.3,-0.2,1.1,11.6,2.9,0.195,80.0,2310.0,-1.3,1.7,0.5,11.2,2.1,14.8,6.8,0.517,16.6,1.1,3.5,0.07200000000000001,0
0.272,28.6,0.6,-1.7,-1.2,8.4,1.3,0.168,80.0,2307.0,-0.5,1.8,1.5,12.4,1.4,14.4,5.1,0.5,20.3,0.2,2.8,0.059,0
,13.4,2.3,0.4,0.7,19.8,2.4,,82.0,2348.0,-0.3,9.4,3.1,15.2,1.1,,14.5,,15.9,1.4,5.5,0.113,1
0.1,5.2,0.9,-3.5,-1.7,16.5,0.7,0.476,79.0,1952.0,-1.8,7.3,2.1,12.2,1.3,11.4,11.8,0.523,16.9,-0.7,2.8,0.069,0
0.014,6.6,2.5,-0.7,-1.4,18.5,0.9,0.358,65.0,1572.0,0.7,10.6,2.6,18.1,1.0,11.6,14.5,0.541,24.2,0.5,3.5,0.108,0
0.195,8.8,2.6,1.1,1.8,16.0,3.0,0.31,78.0,1765.0,-0.7,8.8,2.1,14.7,1.8,12.8,12.5,0.54,16.4,1.4,5.1,0.139,0
0.025,6.8,0.3,-1.2,-1.2,16.9,1.2,0.42,61.0,1376.0,0.0,9.3,1.9,14.0,1.3,11.6,13.2,0.5479999999999999,15.9,0.3,3.1,0.108,0
0.258,17.0,0.1,-2.1,-1.1,8.8,0.5,0.358,72.0,1544.0,-1.0,4.4,1.0,12.6,2.0,14.8,6.6,0.512,22.5,-0.1,1.5,0.046,0
0.439,10.5,0.2,-2.5,-2.3,10.4,0.0,0.224,61.0,1236.0,-0.3,1.1,1.1,12.5,1.2,13.2,5.6,0.545,22.9,-0.2,1.2,0.046,0
0.17800000000000002,23.2,0.1,-3.1,-1.4,10.8,0.1,0.374,79.0,1599.0,-1.7,1.3,1.1,12.3,1.4,17.0,6.0,0.528,17.8,-0.4,1.2,0.035,0
0.21,6.0,0.6,-3.8,-1.1,15.1,0.3,0.321,80.0,1581.0,-2.7,4.2,1.0,10.2,1.2,16.3,9.4,0.564,16.5,-0.7,1.3,0.038,0
